report,report_short,cohort,level,aggregation,feature_set,model,split,auc_macro_ovr,early_vs_advanced_auc,t1_t2_auc,t2_t3_auc,t3_t4_auc
dinov3_v1_roi_classification_eval,E2E · DINO mask ROI,Prospective,image,OvR T1,dinov3_v1_roi_mask,end2end_classifier,test_prospective,0.860749506903353,,,,
dinov3_v1_post_t035_area0005_close3_roi_classification_eval,E2E · postproc mask,Prospective,image,OvR T1,dinov3_v1_roi_mask,end2end_classifier,test_prospective,0.8604865220249835,,,,
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,clinical_anatomic,random_forest,test_prospective_full,0.8139284694668858,0.9187136393018747,0.7836504580690627,0.8146043771043772,0.7552083333333334
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,clinical_anatomic,random_forest,test_prospective_full,0.8136013747726354,0.9191984486102134,0.7797744890768147,0.8150252525252525,0.7528136973180076
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,clinical_anatomic,random_forest,test_prospective_full,0.8129788157380886,0.9180995475113123,0.7787174066243834,0.8156565656565657,0.7510177203065136
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.8122502561403548,0.9182934712346477,0.780831571529246,0.8015572390572391,0.7473659003831418
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.8122229328745401,0.9174854557207498,0.7794221282593375,0.8030303030303031,0.7446719348659003
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,frame,none,clinical_anatomic,random_forest,test_prospective_full,0.8118105611381181,0.9273258950117821,0.7744424035686172,0.8188768768768768,0.7471724137931035
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_top32_plus_clinical_anatomic,random_forest,test_prospective_full,0.8114525934653423,0.918972204266322,0.7758985200845666,0.8068181818181818,0.7433548850574714
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_top64_plus_clinical_anatomic,random_forest,test_prospective_full,0.8106974936124125,0.9160633484162896,0.7561663143058494,0.804503367003367,0.7449113984674329
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top32_plus_clinical_anatomic,random_forest,test_prospective_full,0.8102034840780737,0.9182934712346477,0.766737138830162,0.8087121212121212,0.7417385057471264
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,clinical_anatomic,random_forest,test_prospective_full,0.8097044341125359,0.9154492566257273,0.7794221282593375,0.8137626262626262,0.7419181034482758
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,clinical_anatomic,random_forest,test_prospective_full,0.8095700200721576,0.9169360051712994,0.7864693446088795,0.8141835016835016,0.7429956896551725
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_top128_plus_clinical_anatomic,random_forest,test_prospective_full,0.8094889086257219,0.9169036845507434,0.7392529950669485,0.8026094276094276,0.7442528735632185
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.8094062331037445,0.9155785391079508,0.7762508809020437,0.8002946127946128,0.7410201149425287
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_rich_scalar_plus_clinical_anatomic,random_forest,test_prospective_full,0.8091430881517987,0.9156108597285068,0.7367864693446089,0.8051346801346801,0.7426364942528736
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top64_plus_clinical_anatomic,random_forest,test_prospective_full,0.8091132233278286,0.9152876535229477,0.7420718816067653,0.8047138047138048,0.744073275862069
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,frame,none,clinical_anatomic,random_forest,test_prospective_full,0.8083599956690293,0.8884211823910316,0.780588591009877,0.8157150012521913,0.7944677461308363
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,frame,none,clinical_anatomic,random_forest,test_prospective_full,0.8083599956690293,0.8884211823910316,0.780588591009877,0.8157150012521913,0.7944677461308363
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_rich_scalar_plus_clinical_anatomic,random_forest,test_prospective_full,0.8069862526231701,0.9146089204912735,0.7237491190979564,0.798611111111111,0.7450909961685823
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top128_plus_clinical_anatomic,random_forest,test_prospective_full,0.8069141950686651,0.9153522947640595,0.7276250880902043,0.7977693602693603,0.74485153256705
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,dino_top32_plus_clinical_anatomic,random_forest,test_prospective_full,0.8067185407148145,0.9159663865546219,0.7558139534883721,0.8042929292929293,0.7405411877394636
dinov3_v1_roi_classification_eval,E2E · DINO mask ROI,External,image,OvR T1,dinov3_v1_roi_mask,end2end_classifier,test_external,0.8061494500877606,,,,
dinov3_v1_post_t035_area0005_close3_roi_classification_eval,E2E · postproc mask,External,image,OvR T1,dinov3_v1_roi_mask,end2end_classifier,test_external,0.8061380608111443,,,,
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top32_plus_clinical_anatomic,random_forest,test_prospective_full,0.8056263970463795,0.9173561732385261,0.7758985200845666,0.8055555555555556,0.7243175287356323
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.805408696219802,0.9116677440206852,0.7677942212825933,0.7946127946127947,0.7338362068965518
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.8048938363182842,0.9182934712346478,0.773784355179704,0.8042929292929294,0.725933908045977
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,dino_top64_plus_clinical_anatomic,random_forest,test_prospective_full,0.8043626475602614,0.9126373626373626,0.7251585623678647,0.8000841750841751,0.7425766283524905
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top64_plus_clinical_anatomic,random_forest,test_prospective_full,0.8043111480604412,0.9161926308985132,0.7610993657505286,0.8074494949494949,0.7297054597701149
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,top3_advanced,clinical_anatomic,random_forest,test_prospective_full,0.8033517445197573,0.8852107644677305,0.7587301587301587,0.7716262975778546,0.8241192198804657
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,top3_advanced,clinical_anatomic,random_forest,test_prospective_full,0.8033517445197573,0.8852107644677305,0.7587301587301587,0.7716262975778546,0.8241192198804657
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,dino_top16_plus_clinical_anatomic,logreg,test_prospective_full,0.8032358810306561,0.8957821590174532,0.7861169837914024,0.7847222222222222,0.7418582375478927
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_top32_plus_clinical_anatomic,random_forest,test_prospective_full,0.8032282992717545,0.9123141564318035,0.7512332628611699,0.8057659932659932,0.733117816091954
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_rich_scalar_plus_clinical_anatomic,random_forest,test_prospective_full,0.8031149348532993,0.9149967679379444,0.7470049330514448,0.8080808080808081,0.7250957854406129
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,dino_rich_scalar_plus_clinical_anatomic,random_forest,test_prospective_full,0.8030826653845702,0.9122171945701358,0.704721634954193,0.7954545454545454,0.7448515325670498
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top128_plus_clinical_anatomic,random_forest,test_prospective_full,0.8030608123740204,0.9153522947640595,0.7498238195912614,0.806607744107744,0.7275502873563219
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top16_plus_clinical_anatomic,logreg,test_prospective_full,0.8028310870212797,0.8949256625727213,0.7818886539816772,0.7864057239057239,0.7423371647509579
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,top2_advanced,clinical_anatomic,random_forest,test_prospective_full,0.8027554425594681,0.8817972533142813,0.7643323996265173,0.767156862745098,0.8209342560553633
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,top2_advanced,clinical_anatomic,random_forest,test_prospective_full,0.8027554425594681,0.8817972533142813,0.7643323996265173,0.767156862745098,0.8209342560553633
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top64_plus_clinical_anatomic,random_forest,val,0.8024180261018348,0.9019230769230769,0.6433333333333333,0.8392156862745098,0.7373288938216797
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,max,dino_top64_plus_clinical_anatomic,random_forest,val,0.8024180261018348,0.9019230769230769,0.6433333333333333,0.8392156862745098,0.7373288938216797
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,max,dino_top64_plus_clinical_anatomic,random_forest,val,0.8024180261018348,0.9019230769230769,0.6433333333333333,0.8392156862745098,0.7373288938216797
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,hybrid,clinical_anatomic,random_forest,test_prospective_full,0.8021648703408759,0.886917520044455,0.7551820728291316,0.7772491349480969,0.8227036804026423
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,hybrid,clinical_anatomic,random_forest,test_prospective_full,0.8021648703408759,0.886917520044455,0.7551820728291316,0.7772491349480969,0.8227036804026423
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,dino_top128_plus_clinical_anatomic,random_forest,test_prospective_full,0.80156743991719,0.9129605688429219,0.6994362226920366,0.7889309764309764,0.7435943486590038
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,clinical_anatomic,logreg,test_prospective_full,0.8011411537179751,0.8945701357466064,0.7801268498942917,0.7763047138047138,0.7446719348659003
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,frame,none,dino_top32_plus_clinical_anatomic,random_forest,test_prospective_full,0.8010957008647694,0.9197938846776254,0.7405667803726056,0.8015195195195195,0.7358722860791826
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,mean,clinical_anatomic,random_forest,test_prospective_full,0.8004784512022108,0.8878502818131302,0.7512605042016807,0.7818627450980392,0.8189682290028311
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,mean,clinical_anatomic,random_forest,test_prospective_full,0.8004784512022108,0.8878502818131302,0.7512605042016807,0.7818627450980392,0.8189682290028311
dinov3_trainset_feature_eval_anatomic_schema,Anatomic schema · Prospective,Validation,patient,—,dino_scalar_plus_clinical_mask_common,logreg,val,0.8004313169138546,0.9,0.78,0.8065359477124183,0.6914539400665927
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,clinical_anatomic,logreg,test_prospective_full,0.8003908910740924,0.8940530058177117,0.7896405919661734,0.7737794612794612,0.7418582375478927
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,frame,none,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.800369926889911,0.9211471670972566,0.7379952768302283,0.7931231231231233,0.7401392081736909
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,clinical_anatomic,logreg,test_prospective_full,0.8000086805437948,0.8934065934065935,0.7966878083157154,0.7697811447811447,0.737787356321839
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7997790075314437,0.9013986013986014,0.6333333333333334,0.8313725490196079,0.7384387717351092
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,max,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7997790075314437,0.9013986013986014,0.6333333333333334,0.8313725490196079,0.7384387717351092
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,max,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7997790075314437,0.9013986013986014,0.6333333333333334,0.8313725490196079,0.7384387717351092
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_top16_plus_clinical_anatomic,logreg,test_prospective_full,0.799690134288537,0.8936166774402069,0.7744890768146583,0.7843013468013468,0.7418582375478928
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,clinical_anatomic,extra_trees,test_prospective_full,0.7996220948840616,0.8895604395604396,0.8019732205778718,0.8198653198653197,0.7632303639846743
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_top16_plus_clinical_anatomic,logreg,test_prospective_full,0.7996115607628682,0.8922753716871364,0.7723749119097957,0.7857744107744107,0.7391642720306513
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,top3_advanced,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.7994623138308223,0.883226164959911,0.7368814192343605,0.7714821222606689,0.791089965397924
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,top3_advanced,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.7994623138308223,0.883226164959911,0.7368814192343605,0.7714821222606689,0.791089965397924
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,clinical_anatomic,extra_trees,test_prospective_full,0.7993878866414554,0.8885261797026504,0.8054968287526427,0.819023569023569,0.7624521072796935
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,top2_advanced,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.7991307019035878,0.8797729618163054,0.7409897292250233,0.7680219146482122,0.7874331550802138
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,top2_advanced,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.7991307019035878,0.8797729618163054,0.7409897292250233,0.7680219146482122,0.7874331550802138
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_top64_plus_clinical_anatomic,random_forest,test_prospective_full,0.7988808341244238,0.9085649644473174,0.7233967582804792,0.8036616161616161,0.7321599616858238
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top128_plus_clinical_anatomic,random_forest,val,0.798805618244951,0.9022727272727272,0.6399999999999999,0.8261437908496732,0.7351091379948206
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,max,dino_top128_plus_clinical_anatomic,random_forest,val,0.798805618244951,0.9022727272727272,0.6399999999999999,0.8261437908496732,0.7351091379948206
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,max,dino_top128_plus_clinical_anatomic,random_forest,val,0.798805618244951,0.9022727272727272,0.6399999999999999,0.8261437908496732,0.7351091379948206
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top32_plus_clinical_anatomic,random_forest,val,0.7986447903298022,0.9064685314685316,0.6383333333333334,0.8222222222222222,0.731779504254532
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,max,dino_top32_plus_clinical_anatomic,random_forest,val,0.7986447903298022,0.9064685314685316,0.6383333333333334,0.8222222222222222,0.731779504254532
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,max,dino_top32_plus_clinical_anatomic,random_forest,val,0.7986447903298022,0.9064685314685316,0.6383333333333334,0.8222222222222222,0.731779504254532
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,frame,none,dino_top64_plus_clinical_anatomic,random_forest,test_prospective_full,0.798282993853688,0.9146939972934351,0.7199029126213592,0.7897417417417418,0.7362784163473818
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,hybrid,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.798219478269438,0.8867785980789077,0.7357609710550888,0.7807093425605537,0.7878656810317709
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,hybrid,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.798219478269438,0.8867785980789077,0.7357609710550888,0.7807093425605537,0.7878656810317709
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_top128_plus_clinical_anatomic,random_forest,test_prospective_full,0.7981745557242078,0.9079508726567551,0.7015503875968994,0.7946127946127947,0.734375
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,dino_top32_plus_clinical_anatomic,logreg,test_prospective_full,0.7981493072818671,0.8942630898513252,0.7755461592670896,0.7868265993265994,0.7333572796934866
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top3_advanced,clinical_anatomic,extra_trees,test_prospective_full,0.7979368881566182,0.8872333548804138,0.8054968287526427,0.8190235690235689,0.7613146551724136
dinov3_rich_scalar_trainset_eval_topk,Rich scalar · Prospective,Validation,patient,—,dino_rich_top32_plus_clinical_anatomic,logreg,val,0.7976288539458872,0.901048951048951,0.7633333333333333,0.8235294117647058,0.7036625971143174
dinov3_self_discovery_scalar_trainset_eval,self discovery scalar trains,Validation,patient,—,dino_rich_top32_plus_clinical_anatomic,logreg,val,0.7976288539458872,0.901048951048951,0.7633333333333333,0.8235294117647058,0.7036625971143174
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top32_plus_clinical_anatomic,logreg,test_prospective_full,0.7972315640029601,0.89390756302521,0.773431994362227,0.7868265993265993,0.7358716475095786
dinov3_rich_scalar_trainset_eval_topk,Rich scalar · Prospective,Validation,patient,—,dino_rich_top64_plus_clinical_anatomic,logreg,val,0.797094360139003,0.8982517482517482,0.7716666666666667,0.823529411764706,0.7073621901590826
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_top32_plus_clinical_anatomic,logreg,test_prospective_full,0.796820062061098,0.890934065934066,0.7780126849894291,0.7876683501683501,0.7300646551724138
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top16_plus_clinical_anatomic,random_forest,val,0.7967694394187669,0.9036713286713287,0.625,0.8156862745098039,0.7347391786903441
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,max,dino_top16_plus_clinical_anatomic,random_forest,val,0.7967694394187669,0.9036713286713287,0.625,0.8156862745098039,0.7347391786903441
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,max,dino_top16_plus_clinical_anatomic,random_forest,val,0.7967694394187669,0.9036713286713287,0.625,0.8156862745098039,0.7347391786903441
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7966061053589586,0.8861888111888112,0.64,0.7973856209150327,0.7432482426933037
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,top2_advanced,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7966061053589586,0.8861888111888112,0.64,0.7973856209150327,0.7432482426933037
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,top2_advanced,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7966061053589586,0.8861888111888112,0.64,0.7973856209150327,0.7432482426933037
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,clinical_anatomic,extra_trees,test_prospective_full,0.7965247771629558,0.8879444085326439,0.792107117688513,0.818392255892256,0.7512571839080459
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,clinical_anatomic,logreg,test_prospective_full,0.796387655086446,0.8900452488687783,0.7783650458069062,0.7691498316498316,0.7370689655172414
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,mean,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.7960783403014992,0.8884655076605542,0.7335200746965453,0.7863321799307958,0.7829112928593898
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,mean,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.7960783403014992,0.8884655076605542,0.7335200746965453,0.7863321799307958,0.7829112928593898
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_rich_scalar_plus_clinical_anatomic,random_forest,test_prospective_full,0.7957223927864783,0.9074014221073043,0.7057787174066245,0.7914562289562289,0.7300646551724138
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7957006578226928,0.8875874125874127,0.6616666666666667,0.8130718954248366,0.7291897891231965
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,hybrid,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7957006578226928,0.8875874125874127,0.6616666666666667,0.8130718954248366,0.7291897891231965
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,hybrid,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7957006578226928,0.8875874125874127,0.6616666666666667,0.8130718954248366,0.7291897891231965
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_rich_scalar_plus_clinical_anatomic,logreg,test_prospective_full,0.7956871502621233,0.895087265675501,0.7463002114164905,0.7815656565656566,0.7425167624521074
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,dino_top128_plus_clinical_anatomic,logreg,test_prospective_full,0.7956028127736288,0.8950387847446671,0.7455954897815363,0.7815656565656566,0.7426963601532567
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,clinical_anatomic,logreg,test_prospective_full,0.7955478449049302,0.888235294117647,0.7755461592670895,0.7676767676767676,0.7460488505747127
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top128_plus_clinical_anatomic,random_forest,val,0.795077481073518,0.8881118881118881,0.6533333333333333,0.8104575163398693,0.7247502774694783
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,hybrid,dino_top128_plus_clinical_anatomic,random_forest,val,0.795077481073518,0.8881118881118881,0.6533333333333333,0.8104575163398693,0.7247502774694783
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,hybrid,dino_top128_plus_clinical_anatomic,random_forest,val,0.795077481073518,0.8881118881118881,0.6533333333333333,0.8104575163398693,0.7247502774694783
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,top2_advanced,clinical_anatomic,extra_trees,test_prospective_full,0.7949607565846816,0.883710407239819,0.8030303030303031,0.815446127946128,0.7569444444444444
dinov3_self_discovery_scalar_trainset_eval,self discovery scalar trains,Validation,patient,—,dino_rich_top64_plus_clinical_anatomic,logreg,val,0.7949573043159223,0.897202797202797,0.76,0.8104575163398693,0.7103218645948945
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_top32_plus_clinical_anatomic,logreg,test_prospective_full,0.794875295366698,0.8928248222365871,0.7586328400281889,0.7838804713804715,0.7358716475095786
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top64_plus_clinical_anatomic,random_forest,val,0.7948249949050727,0.8896853146853148,0.6500000000000001,0.807843137254902,0.72881982981872
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,hybrid,dino_top64_plus_clinical_anatomic,random_forest,val,0.7948249949050727,0.8896853146853148,0.6500000000000001,0.807843137254902,0.72881982981872
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,hybrid,dino_top64_plus_clinical_anatomic,random_forest,val,0.7948249949050727,0.8896853146853148,0.6500000000000001,0.807843137254902,0.72881982981872
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,frame,none,dino_top128_plus_clinical_anatomic,random_forest,test_prospective_full,0.7947879999555217,0.9122987820458223,0.704710049855681,0.7872012012012013,0.7321238825031928
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_rich_scalar_plus_clinical_anatomic,logreg,test_prospective_full,0.7946275455467973,0.8984647705235941,0.7374911909795631,0.7824074074074073,0.7442528735632183
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,hybrid,dino_top128_plus_clinical_anatomic,logreg,test_prospective_full,0.7945889932823988,0.898513251454428,0.7378435517970402,0.7830387205387205,0.7440732758620691
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,frame,none,dino_rich_scalar_plus_clinical_anatomic,random_forest,test_prospective_full,0.7945655613098781,0.9122949966404527,0.6963657832589871,0.7875915915915916,0.7326551724137931
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,max,dino_top16_plus_clinical_anatomic,logreg,test_prospective_full,0.7944201913795719,0.8891887524240465,0.7702607470049331,0.7754629629629629,0.7367696360153256
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,frame,none,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.7942958453098471,0.8825739447598745,0.750645947481263,0.8062797395442023,0.7476687475614514
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,frame,none,dino_top16_plus_clinical_anatomic,random_forest,test_prospective_full,0.7942958453098471,0.8825739447598745,0.750645947481263,0.8062797395442023,0.7476687475614514
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7941869469100088,0.8924825174825176,0.6549999999999999,0.8196078431372549,0.7210506844247133
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,mean,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7941869469100088,0.8924825174825176,0.6549999999999999,0.8196078431372549,0.7210506844247133
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,mean,dino_rich_scalar_plus_clinical_anatomic,random_forest,val,0.7941869469100088,0.8924825174825176,0.6549999999999999,0.8196078431372549,0.7210506844247133
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_rich_scalar_plus_clinical_anatomic,logreg,test_prospective_full,0.7939878560215312,0.896945701357466,0.7452431289640593,0.7872474747474747,0.7420378352490422
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_top128_plus_clinical_anatomic,logreg,test_prospective_full,0.7939673033683983,0.8968487394957982,0.7452431289640593,0.7874579124579124,0.7421575670498085
dinov3_framelevel_scalar_external_eval,Frame+agg · External,External,patient,mean,dino_top128_plus_clinical_anatomic,random_forest,val,0.7939256158306314,0.8923076923076922,0.6533333333333333,0.8156862745098039,0.7147613762486127
dinov3_framelevel_scalar_train_eval,Frame+agg · Prospective,Prospective full,patient,mean,dino_top128_plus_clinical_anatomic,random_forest,val,0.7939256158306314,0.8923076923076922,0.6533333333333333,0.8156862745098039,0.7147613762486127
dinov3_framelevel_scalar_train_eval_rerun_20260516_check,Frame · Prospective (rerun),Prospective full,patient,mean,dino_top128_plus_clinical_anatomic,random_forest,val,0.7939256158306314,0.8923076923076922,0.6533333333333333,0.8156862745098039,0.7147613762486127
